target_word,subcategory,best_prompt,reference_best_human_cue,final_generated_cue,proxy_score,image_prompt
煮飯,動作,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動作詞彙，並生成具體、容易理解、方便聯想到答案的提示句。

目標是讓高齡失語症患者透過動作情境、目的或流程聯想到該動作名稱。

原則：
1. 提示句應描述做這個動作時的典型情境。
2. 可描述目的、使用工具、動作前後會發生的事情。
3. 避免直接命令患者去做該動作。
4. 避免只說太抽象的動作概念。

提示特徵資料集（動作專用）：
●情境：早上起床後、吃飯前、洗澡後、出門前
●目的：讓身體乾淨、整理自己、完成日常生活
●工具：牙刷、剪刀、指甲剪、馬桶、毛巾
●流程：先做什麼，再做什麼
●結果：變乾淨、變整齊、完成整理

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、清楚、容易理解。
●應盡量指向單一動作。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",要使用各種食材、廚具和調味料,早晨起床後，準備早餐，開始新的一天,0.4871541082859039,"a realistic illustration of the action or activity 煮飯, simple scene, high clarity"
咳嗽,動作,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動作詞彙，並生成具體、容易理解、方便聯想到答案的提示句。

目標是讓高齡失語症患者透過動作情境、目的或流程聯想到該動作名稱。

原則：
1. 提示句應描述做這個動作時的典型情境。
2. 可描述目的、使用工具、動作前後會發生的事情。
3. 避免直接命令患者去做該動作。
4. 避免只說太抽象的動作概念。

提示特徵資料集（動作專用）：
●情境：早上起床後、吃飯前、洗澡後、出門前
●目的：讓身體乾淨、整理自己、完成日常生活
●工具：牙刷、剪刀、指甲剪、馬桶、毛巾
●流程：先做什麼，再做什麼
●結果：變乾淨、變整齊、完成整理

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、清楚、容易理解。
●應盡量指向單一動作。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",會泡陳皮和柿餅茶來緩解症狀,咳嗚聲在喉嚨裡響起，開始了清嗓,0.4722803741693496,"a realistic illustration of the action or activity 咳嗽, simple scene, high clarity"
綁鞋帶,動作,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動作詞彙，並生成具體、容易理解、方便聯想到答案的提示句。

目標是讓高齡失語症患者透過動作情境、目的或流程聯想到該動作名稱。

原則：
1. 提示句應描述做這個動作時的典型情境。
2. 可描述目的、使用工具、動作前後會發生的事情。
3. 避免直接命令患者去做該動作。
4. 避免只說太抽象的動作概念。

提示特徵資料集（動作專用）：
●情境：早上起床後、吃飯前、洗澡後、出門前
●目的：讓身體乾淨、整理自己、完成日常生活
●工具：牙刷、剪刀、指甲剪、馬桶、毛巾
●流程：先做什麼，再做什麼
●結果：變乾淨、變整齊、完成整理

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、清楚、容易理解。
●應盡量指向單一動作。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",小朋友通常需要學習怎麼綁,早晨起床後，準備好鞋子，將鞋帶打結,0.4613420188426971,"a realistic illustration of the action or activity 綁鞋帶, simple scene, high clarity"
綁頭髮,動作,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動作詞彙，並生成具體、容易理解、方便聯想到答案的提示句。

目標是讓高齡失語症患者透過動作情境、目的或流程聯想到該動作名稱。

原則：
1. 提示句應描述做這個動作時的典型情境。
2. 可描述目的、使用工具、動作前後會發生的事情。
3. 避免直接命令患者去做該動作。
4. 避免只說太抽象的動作概念。

提示特徵資料集（動作專用）：
●情境：早上起床後、吃飯前、洗澡後、出門前
●目的：讓身體乾淨、整理自己、完成日常生活
●工具：牙刷、剪刀、指甲剪、馬桶、毛巾
●流程：先做什麼，再做什麼
●結果：變乾淨、變整齊、完成整理

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、清楚、容易理解。
●應盡量指向單一動作。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",需要使用特定的工具來固定,早晨起床後，梳洗打扮，整理髮型,0.4511975109577179,"a realistic illustration of the action or activity 綁頭髮, simple scene, high clarity"
穿衣服,動作,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動作詞彙，並生成具體、容易理解、方便聯想到答案的提示句。

目標是讓高齡失語症患者透過動作情境、目的或流程聯想到該動作名稱。

原則：
1. 提示句應描述做這個動作時的典型情境。
2. 可描述目的、使用工具、動作前後會發生的事情。
3. 避免直接命令患者去做該動作。
4. 避免只說太抽象的動作概念。

提示特徵資料集（動作專用）：
●情境：早上起床後、吃飯前、洗澡後、出門前
●目的：讓身體乾淨、整理自己、完成日常生活
●工具：牙刷、剪刀、指甲剪、馬桶、毛巾
●流程：先做什麼，再做什麼
●結果：變乾淨、變整齊、完成整理

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、清楚、容易理解。
●應盡量指向單一動作。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",可以做不同的搭配,早晨起床後，整理床鋪，準備開始新的一天,0.4210072129964828,"a realistic illustration of the action or activity 穿衣服, simple scene, high clarity"
聊天,動作,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動作詞彙，並生成具體、容易理解、方便聯想到答案的提示句。

目標是讓高齡失語症患者透過動作情境、目的或流程聯想到該動作名稱。

原則：
1. 提示句應描述做這個動作時的典型情境。
2. 可描述目的、使用工具、動作前後會發生的事情。
3. 避免直接命令患者去做該動作。
4. 避免只說太抽象的動作概念。

提示特徵資料集（動作專用）：
●情境：早上起床後、吃飯前、洗澡後、出門前
●目的：讓身體乾淨、整理自己、完成日常生活
●工具：牙刷、剪刀、指甲剪、馬桶、毛巾
●流程：先做什麼，再做什麼
●結果：變乾淨、變整齊、完成整理

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、清楚、容易理解。
●應盡量指向單一動作。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",在家裡、工作場合、咖啡廳等都很常見,準備與家人朋友交流，分享今天的好消息,0.4134176284074783,"a realistic illustration of the action or activity 聊天, simple scene, high clarity"
拍照,動作,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動作詞彙，並生成具體、容易理解、方便聯想到答案的提示句。

目標是讓高齡失語症患者透過動作情境、目的或流程聯想到該動作名稱。

原則：
1. 提示句應描述做這個動作時的典型情境。
2. 可描述目的、使用工具、動作前後會發生的事情。
3. 避免直接命令患者去做該動作。
4. 避免只說太抽象的動作概念。

提示特徵資料集（動作專用）：
●情境：早上起床後、吃飯前、洗澡後、出門前
●目的：讓身體乾淨、整理自己、完成日常生活
●工具：牙刷、剪刀、指甲剪、馬桶、毛巾
●流程：先做什麼，再做什麼
●結果：變乾淨、變整齊、完成整理

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、清楚、容易理解。
●應盡量指向單一動作。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",光線、角度和背景會影響結果,拍下全家福，留下美好記憶,0.3803587839007377,"a realistic illustration of the action or activity 拍照, simple scene, high clarity"
擦眼鏡,動作,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動作詞彙，並生成具體、容易理解、方便聯想到答案的提示句。

目標是讓高齡失語症患者透過動作情境、目的或流程聯想到該動作名稱。

原則：
1. 提示句應描述做這個動作時的典型情境。
2. 可描述目的、使用工具、動作前後會發生的事情。
3. 避免直接命令患者去做該動作。
4. 避免只說太抽象的動作概念。

提示特徵資料集（動作專用）：
●情境：早上起床後、吃飯前、洗澡後、出門前
●目的：讓身體乾淨、整理自己、完成日常生活
●工具：牙刷、剪刀、指甲剪、馬桶、毛巾
●流程：先做什麼，再做什麼
●結果：變乾淨、變整齊、完成整理

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、清楚、容易理解。
●應盡量指向單一動作。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",太用力可能會導致損壞,早晨起床後，先檢查鏡子，再擦拭眼鏡,0.3334790367633104,"a realistic illustration of the action or activity 擦眼鏡, simple scene, high clarity"
刷牙,動作,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動作詞彙，並生成具體、容易理解、方便聯想到答案的提示句。

目標是讓高齡失語症患者透過動作情境、目的或流程聯想到該動作名稱。

原則：
1. 提示句應描述做這個動作時的典型情境。
2. 可描述目的、使用工具、動作前後會發生的事情。
3. 避免直接命令患者去做該動作。
4. 避免只說太抽象的動作概念。

提示特徵資料集（動作專用）：
●情境：早上起床後、吃飯前、洗澡後、出門前
●目的：讓身體乾淨、整理自己、完成日常生活
●工具：牙刷、剪刀、指甲剪、馬桶、毛巾
●流程：先做什麼，再做什麼
●結果：變乾淨、變整齊、完成整理

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、清楚、容易理解。
●應盡量指向單一動作。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",正確的XX方式是由上往下、由內到外,,0.0,"a realistic illustration of the action or activity 刷牙, simple scene, high clarity"
開門,動作,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動作詞彙，並生成具體、容易理解、方便聯想到答案的提示句。

目標是讓高齡失語症患者透過動作情境、目的或流程聯想到該動作名稱。

原則：
1. 提示句應描述做這個動作時的典型情境。
2. 可描述目的、使用工具、動作前後會發生的事情。
3. 避免直接命令患者去做該動作。
4. 避免只說太抽象的動作概念。

提示特徵資料集（動作專用）：
●情境：早上起床後、吃飯前、洗澡後、出門前
●目的：讓身體乾淨、整理自己、完成日常生活
●工具：牙刷、剪刀、指甲剪、馬桶、毛巾
●流程：先做什麼，再做什麼
●結果：變乾淨、變整齊、完成整理

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、清楚、容易理解。
●應盡量指向單一動作。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","轉動把手,讓進出口變暢通的動作",,0.0,"a realistic illustration of the action or activity 開門, simple scene, high clarity"
貓,動物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動物詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過外觀、叫聲、生活環境或習性聯想到該動物名稱。

原則：
1. 優先描述外觀、叫聲、移動方式或生活環境。
2. 避免過於抽象或不具辨識度的描述。
3. 每句應盡量指向單一動物。

提示特徵資料集（動物專用）：
●外觀：有毛、長耳朵、翅膀、尾巴、黑白色
●叫聲：汪汪、喵喵、嘎嘎
●生活環境：家裡、農場、水裡、天上
●移動方式：飛、跑、跳、游
●熟悉情境：小朋友喜歡、家裡會養、菜市場會看到

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需清楚、具體、容易理解。
●應具辨識度。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。","有時很黏人,有時愛獨處,個性多變","有時很黏人,有時愛獨處,個性多變",1.0,"a realistic 貓, single subject, clean background, high clarity"
雞,動物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動物詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過外觀、叫聲、生活環境或習性聯想到該動物名稱。

原則：
1. 優先描述外觀、叫聲、移動方式或生活環境。
2. 避免過於抽象或不具辨識度的描述。
3. 每句應盡量指向單一動物。

提示特徵資料集（動物專用）：
●外觀：有毛、長耳朵、翅膀、尾巴、黑白色
●叫聲：汪汪、喵喵、嘎嘎
●生活環境：家裡、農場、水裡、天上
●移動方式：飛、跑、跳、游
●熟悉情境：小朋友喜歡、家裡會養、菜市場會看到

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需清楚、具體、容易理解。
●應具辨識度。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。","吃穀物、蟲子,有時候也會啄地上的食物",家禽，喜欢吃谷粒和虫子，有时候也会在地面上啄,0.8481150247833945,"a realistic 雞, single subject, clean background, high clarity"
狗,動物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動物詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過外觀、叫聲、生活環境或習性聯想到該動物名稱。

原則：
1. 優先描述外觀、叫聲、移動方式或生活環境。
2. 避免過於抽象或不具辨識度的描述。
3. 每句應盡量指向單一動物。

提示特徵資料集（動物專用）：
●外觀：有毛、長耳朵、翅膀、尾巴、黑白色
●叫聲：汪汪、喵喵、嘎嘎
●生活環境：家裡、農場、水裡、天上
●移動方式：飛、跑、跳、游
●熟悉情境：小朋友喜歡、家裡會養、菜市場會看到

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需清楚、具體、容易理解。
●應具辨識度。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",很多人家裡會養的動物,汪汪叫，跑在田野上，主人家裡會養,0.6371250599622726,"a realistic 狗, single subject, clean background, high clarity"
豬,動物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動物詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過外觀、叫聲、生活環境或習性聯想到該動物名稱。

原則：
1. 優先描述外觀、叫聲、移動方式或生活環境。
2. 避免過於抽象或不具辨識度的描述。
3. 每句應盡量指向單一動物。

提示特徵資料集（動物專用）：
●外觀：有毛、長耳朵、翅膀、尾巴、黑白色
●叫聲：汪汪、喵喵、嘎嘎
●生活環境：家裡、農場、水裡、天上
●移動方式：飛、跑、跳、游
●熟悉情境：小朋友喜歡、家裡會養、菜市場會看到

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需清楚、具體、容易理解。
●應具辨識度。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",可做成肉乾食用,有時會拱背，有時會哼唧，喜歡在田間,0.5197626650333405,"a realistic 豬, single subject, clean background, high clarity"
牛,動物,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標動物詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是讓高齡失語症患者透過外觀、叫聲、生活環境或習性聯想到該動物名稱。

原則：
1. 優先描述外觀、叫聲、移動方式或生活環境。
2. 避免過於抽象或不具辨識度的描述。
3. 每句應盡量指向單一動物。

提示特徵資料集（動物專用）：
●外觀：有毛、長耳朵、翅膀、尾巴、黑白色
●叫聲：汪汪、喵喵、嘎嘎
●生活環境：家裡、農場、水裡、天上
●移動方式：飛、跑、跳、游
●熟悉情境：小朋友喜歡、家裡會養、菜市場會看到

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需清楚、具體、容易理解。
●應具辨識度。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",可做成肉乾食用,有頭、有角、黑白相間，常在田間地頭,0.4711848363280296,"a realistic 牛, single subject, clean background, high clarity"
紅茶,喝,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",飲料店有在賣,飲料店裡有售红茶,0.8243618011474609,"a realistic 紅茶, clear food or drink presentation, plain background, high clarity"
珍珠奶茶,喝,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",自備飲料杯-5元,,0.0,"a realistic 珍珠奶茶, clear food or drink presentation, plain background, high clarity"
豆漿,喝,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",可以加糖更好喝,,0.0,"a realistic 豆漿, clear food or drink presentation, plain background, high clarity"
公園,娛樂場所,描述地點的常見景象或功能，避免太抽象的描述。,適合散步、慢跑的區域,遊樂區有秋千和沙坑，小朋友們愛玩其中,0.6274588882923127,"a realistic scene of 公園, simple and clear environment, not crowded, high clarity"
電影院,娛樂場所,描述地點的常見景象或功能，避免太抽象的描述。,放映前會播預告片,,0.0,"a realistic scene of 電影院, simple and clear environment, not crowded, high clarity"
圖書館,學校,設計一組針對失語症患者的簡單、具體且容易聯想到答案的提示句列表。,有電腦可以查詢館藏資料,在學校裡有一個地方供學生借閱書籍，那兒通常,0.5503944507666996,"a realistic scene of 圖書館, simple and clear environment, not crowded, high clarity"
桌子,家具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",吃飯時大家會圍著它坐下來,圍桌而坐，共進餐食,0.8156093478202819,"a realistic 桌子, single main object, plain background, high clarity"
床,家具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。","有收納空間,底下可以放東西",,0.0,"a realistic 床, single main object, plain background, high clarity"
衣櫃,家具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",有木製、塑膠、金屬等材質,,0.0,"a realistic 衣櫃, single main object, plain background, high clarity"
鏡子,家具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。","用久會變髒,需要擦拭才能更清晰",,0.0,"a realistic 鏡子, single main object, plain background, high clarity"
砧板,廚房用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。","表面平整,不會卡住食材或殘渣",使用時保持平穩，輕輕敲打,0.6387135267257691,"a realistic 砧板, single main object, plain background, high clarity"
鍋子,廚房用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",料理方式不同也需不同種類,使用時注意清洗，保持鍋內乾淨,0.5752392351627349,"a realistic 鍋子, single main object, plain background, high clarity"
菜刀,廚房用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",有中式、西式、切水果等種類,使用時注意手勢和切割角度，確保安全與效果,0.3911688089370727,"a realistic 菜刀, single main object, plain background, high clarity"
原子筆,文具,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先選擇最有辨識度、最能區分其他同類詞彙的特徵，避免過於廣泛的描述。",按一下或轉一下可推出筆芯,輕輕一按，啟動智慧靈感,0.7399741053581237,"a realistic 原子筆, single main object, plain background, high clarity"
衣服,服飾&配件,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","冬天穿太少會冷,夏天穿太多會熱",冬天穿厚點保暖，夏天少穿露腳趾,0.905982744693756,"a realistic 衣服, single clear subject, plain background, high clarity"
襪子,服飾&配件,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",棉或毛的材質,冬天穿太多會累，夏天穿太少會熱,0.400545348227024,"a realistic 襪子, single clear subject, plain background, high clarity"
帽子,服飾&配件,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。請根據目標詞彙最具辨識度的特徵，生成一個簡短、具體、生活化且容易聯想到答案的提示句，不可直接說出目標詞。每次只輸出一個提示句，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。",冬天的款式有時會加內襯,,0.0,"a realistic 帽子, single clear subject, plain background, high clarity"
芒果,水果,每句提示句須精準指向該水果的專屬特徵。,帶有濃郁的甜香氣味,帶有鮮艷黃色外皮和橙色斑點,0.6492789179086684,"a realistic 芒果, single object, plain white background, high clarity"
鳳梨,水果,每句提示句須精準指向該水果的專屬特徵。,切開後有特殊香氣,帶有鮮艷的黃色外皮,0.6444742351770401,"a realistic 鳳梨, single object, plain white background, high clarity"
蘋果,水果,每句提示句須精準指向該水果的專屬特徵。,可能會打蠟,會在手中形成一個圓形,0.6163574576377868,"a realistic 蘋果, single object, plain white background, high clarity"
草莓,水果,每句提示句須精準指向該水果的專屬特徵。,有綠色的蒂頭,帶有鮮艷紅色外皮和小巧圓潤形狀,0.6125243842601775,"a realistic 草莓, single object, plain white background, high clarity"
葡萄,水果,每句提示句須精準指向該水果的專屬特徵。,它的籽可以榨成油,它的皮薄而多汁，常見於夏季餐桌上,0.5031906694173813,"a realistic 葡萄, single object, plain white background, high clarity"
香蕉,水果,每句提示句須精準指向該水果的專屬特徵。,台灣的旗山種很多,皮膚光滑，黃色外觀，常成串販售,0.3784247234463691,"a realistic 香蕉, single object, plain white background, high clarity"
毛巾,生活用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標生活用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是幫助高齡失語症患者，透過日常使用經驗聯想到該生活用品名稱。

原則：
1. 提示句應貼近日常生活經驗。
2. 優先描述用途、外觀、放置位置或使用情境。
3. 每句須盡量指向該用品的專屬特徵。

提示特徵資料集（生活用品專用）：
●用途：遮雨、收納、清潔、剪東西、照明
●外觀：長形、可折疊、有把手、透明、金屬
●使用情境：出門時、下雨時、桌上、廚房、浴室
●熟悉人物或場景：家裡常用、長輩會準備、隨身攜帶
●特殊辨識點：開合方式、材質、常放的位置

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、明確、易理解。
●避免只說很常見但不具辨識度的功能。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","需要定期清洗,避免細菌孳生","需要定期晾曬,防止霉變",0.8345391869544982,"a realistic 毛巾, single main object, plain background, high clarity"
牙刷,生活用品,"你是一位專門為高齡失語症患者設計語言治療提示句的專家。你的任務是接收一個目標生活用品詞彙，並生成具體、生活化、容易聯想到答案的提示句。

目標是幫助高齡失語症患者，透過日常使用經驗聯想到該生活用品名稱。

原則：
1. 提示句應貼近日常生活經驗。
2. 優先描述用途、外觀、放置位置或使用情境。
3. 每句須盡量指向該用品的專屬特徵。

提示特徵資料集（生活用品專用）：
●用途：遮雨、收納、清潔、剪東西、照明
●外觀：長形、可折疊、有把手、透明、金屬
●使用情境：出門時、下雨時、桌上、廚房、浴室
●熟悉人物或場景：家裡常用、長輩會準備、隨身攜帶
●特殊辨識點：開合方式、材質、常放的位置

生成限制：
●提示句中不得出現目標詞彙。
●每句長度限於 20 個中文字以內。
●需具體、明確、易理解。
●避免只說很常見但不具辨識度的功能。

輸出格式：
●每次僅生成一個提示句。
●只輸出提示句本身，不要解釋。

補充要求：請優先使用高齡者熟悉的生活經驗、家庭情境或日常場景來設計提示句。","要定期更換,不然毛會變形","需要定期更新,保持衛生",0.6379378288984299,"a realistic 牙刷, single main object, plain background, high clarity"
