ape_round,parent_prompt_id,prompt_id,prompt_family,prompt_text,target_word,pos,subcategory,reference_cue,generated_cue,semantic_similarity,brevity_score,target_leak_penalty,proxy_score
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",蘋果,名詞,水果,可能會打蠟,它可能含有豐富多種顏色,0.43250730633735657,1.0,0.0,0.5460058450698853
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",蛋糕,名詞,食物,作為點心、非正餐,一種甜點，通常有層次和糖霜覆盖,0.41127005219459534,1.0,0.0,0.5290160417556763
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",蛋餅,名詞,食物,有人會加醬油、胡椒鹽,一種薄而軟的早餐食品,0.5614701509475708,1.0,0.0,0.6491761207580566
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",衛生紙,名詞,生活用品,質地柔軟,"需要定量購買,以免斷貨",0.28796377778053284,1.0,0.0,0.4303710222244263
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",衣服,名詞,服飾&配件,"冬天穿太少會冷,夏天穿太多會熱",冬季保暖衣有多厚,0.5810955762863159,1.0,0.0,0.6648764610290527
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",衣櫃,名詞,家具,有木製、塑膠、金屬等材質,有木制、塑膠、金屬等材質,0.9949716329574585,1.0,0.0,0.9959773063659669
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",襪子,名詞,服飾&配件,棉或毛的材質,保暖材料,0.4172735810279846,1.0,0.0,0.5338188648223877
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",護膝,名詞,輔具,適合冬天或關節炎患者使用,,0.0,0.0,1.0,0.0
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",豆漿,名詞,喝,可以加糖更好喝,飲料店有售,0.28912684321403503,1.0,0.0,0.431301474571228
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",豆腐,名詞,食物,可煎、炸、燉、炒,一種由大豆製成的食物,0.5471529960632324,1.0,0.0,0.637722396850586
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",豆花,名詞,食物,一種用黃豆製成的甜點,一種甜品，通常由黃豆和水製作而成,0.8041269779205322,1.0,0.0,0.8433015823364258
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",豬,名詞,動物,可做成肉乾食用,有蹄、食草、社群生活,0.3156293034553528,1.0,0.0,0.4525034427642822
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",貓,名詞,動物,"有時很黏人,有時愛獨處,個性多變","有四條腿,毛色不一,喜歡抓",0.12400603294372559,1.0,0.0,0.29920482635498047
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",購物,動詞,休閒娛樂,節日會推出促銷活動吸引客人,逛市場、買衣服、選配件,0.38824236392974854,1.0,0.0,0.5105938911437988
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",超級市場,名詞,購物場所,一般會播放輕音樂,商品琳瑯滿目，人潮熙攘之中,0.18598955869674683,1.0,0.0,0.3487916469573975
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",跳舞,動詞,休閒娛樂,與拍手、踩腳或轉圈的動作結合,與拍手、踩腳或轉圈的動作結合,1.0,1.0,0.0,1.0
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",輪椅,名詞,輔具,"某些款式可折疊,方便攜帶或存放",適合移動不便人士使用的代步工具,0.46908798813819885,1.0,0.0,0.5752703905105592
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",郵局,名詞,金融機構,有些人會來這裡繳水電費或其他帳單,提供信件和收據的地方,0.3811432123184204,1.0,0.0,0.5049145698547364
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",醫院,名詞,醫療場所,設有內科、外科、婦產科、小兒科等不同科別,,0.0,0.0,1.0,0.0
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",量體溫,動詞,動作,需要使用特定的測量工具,,0.0,0.0,1.0,0.0
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",鍋子,名詞,廚房用品,料理方式不同也需不同種類,"平底無鋁,耐熱易清洗",0.12859202921390533,1.0,0.0,0.3028736233711243
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",鏡子,名詞,家具,"用久會變髒,需要擦拭才能更清晰","用久了會蒙塵,需要定期清潔保持光",0.740595817565918,1.0,0.0,0.7924766540527344
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",開門,動詞,動作,"轉動把手,讓進出口變暢通的動作",小心手勢，順利開啟門鎖,0.6975032091140747,1.0,0.0,0.7580025672912598
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",除濕機,名詞,電器用品,會吹出熱熱的風,抽水馬桶、排水管、加熱功能,0.34210067987442017,1.0,0.0,0.4736805438995362
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",雞,名詞,動物,"吃穀物、蟲子,有時候也會啄地上的食物",,0.0,0.0,1.0,0.0
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",雞排,名詞,食物,吃起來香脆多汁,一種經油炸的肉串小吃,0.6364468932151794,1.0,0.0,0.7091575145721436
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",電影院,名詞,娛樂場所,放映前會播預告片,,0.0,0.0,1.0,0.0
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",電燈,名詞,電器用品,會連接開關,開關、燈泡、插座,0.6805569529533386,1.0,0.0,0.7444455623626709
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",電視,名詞,電器用品,阿嬤打開XX,頻道、天線、遥控器,0.1660619080066681,1.0,0.0,0.3328495264053345
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",電話,名詞,電器用品,有回撥功能,手柄、鍵盤、聲音识别,0.3173201084136963,1.0,0.0,0.45385608673095706
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",電鍋,名詞,電器用品,內鍋、外鍋、加熱板、保溫開關,煮飯、加熱食物,0.7419103384017944,1.0,0.0,0.7935282707214355
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",電風扇,名詞,電器用品,插電後即可使用,旋鈕、吹風功能、自動調速,0.5804609060287476,1.0,0.0,0.6643687248229981
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",青椒,名詞,蔬菜,內部有籽和白色的膜,綠色的小果實，生長在植物中,0.38792961835861206,1.0,0.0,0.5103436946868897
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",飯糰,名詞,食物,常作為早餐食用,一種由米和水製作的食物,0.37879180908203125,1.0,0.0,0.503033447265625
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",香蕉,名詞,水果,台灣的旗山種很多,它可能含有豐富的黃色汁液,0.0926046222448349,1.0,0.0,0.27408369779586794
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",高鐵,名詞,交通工具,"透過電力驅動,行駛於專用軌道上",,0.0,0.0,1.0,0.0
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",鳳梨,名詞,水果,切開後有特殊香氣,它的皮薄而多汁,0.7114570736885071,1.0,0.0,0.7691656589508058
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",鹽,名詞,調味,在古代是非常珍貴的物品,,0.0,0.0,1.0,0.0
1,,ape_1_cfb1367c,resampled,"""創作一句描述動物與日常用品互動的句子，作為療癒工具。""",麵,名詞,食物,由小麥製成的主食,由小麥製成的主食,1.0,1.0,0.0,1.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",上廁所,動詞,動作,會坐/蹲在馬桶上執行動作,,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",下象棋,動詞,休閒娛樂,需要理解不同棋子的移動規則才能下得好,會坐在桌前，雙手握著棋子，,0.29329538345336914,1.0,0.0,0.4346363067626953
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",假牙,名詞,輔具,剛戴上時可能會有異物感,適合咀嚼和固定殘齒,0.38391390442848206,1.0,0.0,0.5071311235427857
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",傘,名詞,生活用品,"用完後要晾乾,不然會發霉","需要防水設計,防止雨淋",0.4206596314907074,1.0,0.0,0.5365277051925659
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",公園,名詞,娛樂場所,適合散步、慢跑的區域,遊樂區裡有廣闊的空地和,0.5461229085922241,1.0,0.0,0.6368983268737793
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",公車,名詞,交通工具,票價便宜,,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",冰淇淋,名詞,食物,吃起來冰涼黏稠,,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",冰箱,名詞,電器用品,"長方形,有兩個門",冷藏庫、溫控系統、食物保存,0.25175249576568604,1.0,0.0,0.40140199661254883
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",冷氣,名詞,電器用品,開27度可以環保愛地球,,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",刷牙,動詞,動作,正確的XX方式是由上往下、由內到外,每天早晚各一次,0.2312180995941162,1.0,0.0,0.38497447967529297
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",削水果,動詞,動作,通常使用在蘋果、梨子、棗子等較硬的果皮上,切水果,0.7086193561553955,0.75,0.0,0.7168954849243164
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",剪刀,名詞,生活用品,大部分是塑膠手柄,"需要切割紙張,方便裁切",0.4609975218772888,1.0,0.0,0.568798017501831
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",剪指甲,動詞,動作,需要使用專門的小工具,,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",助聽器,名詞,輔具,需要定期更換電池或充電,需要定期調整音量或連接電源,0.6054846048355103,1.0,0.0,0.6843876838684082
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",原子筆,名詞,文具,按一下或轉一下可推出筆芯,書本上的常用文具之一，常被用於,0.37147921323776245,1.0,0.0,0.49718337059021
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",叉子,名詞,餐具,兒童款的XX會比較圓潤,,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",吃飯,動詞,動作,一天三餐,一日三餐,0.9919353127479553,1.0,0.0,0.9935482501983643
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",吐司,名詞,食物,拉肚子的時候會吃的,一種早餐常用的薄脆面包片,0.5593022108078003,1.0,0.0,0.6474417686462403
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",吸塵器,名詞,電器用品,分為無線與有線兩種,旋轉、攜帶、清潔地毯,0.1288716197013855,1.0,0.0,0.30309729576110844
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",吹風機,名詞,電器用品,"部分有折疊設計,方便攜帶",風扇、電動、轉動,0.42209309339523315,1.0,0.0,0.5376744747161866
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",咳嗽,動詞,動作,會泡陳皮和柿餅茶來緩解症狀,咳著痰,0.33921167254447937,0.75,0.0,0.4213693380355835
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",唱歌,動詞,休閒娛樂,"有時會搭配樂器,如吉他、鋼琴或卡拉OK伴奏",會配上樂器，如吉他、鋼琴或卡拉,0.95460045337677,1.0,0.0,0.9636803627014161
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",喝水,動詞,動作,有些人會加入檸檬等來增加味道,,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",圖書館,名詞,學校,有電腦可以查詢館藏資料,,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",地瓜球,名詞,食物,"用紙袋裝,用竹籤戳著吃",一種甜點，通常由土豆和糖製作而成,0.3067285418510437,1.0,0.0,0.44538283348083496
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",寫字,動詞,動作,學生上課時經常做的事情,拿起筆和紙，開始書寫,0.3990795612335205,1.0,0.0,0.5192636489868164
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",帽子,名詞,服飾&配件,冬天的款式有時會加內襯,,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",床,名詞,家具,"有收納空間,底下可以放東西",睡覺的地方，通常放在哪裡,0.5025518536567688,1.0,0.0,0.602041482925415
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",手機,名詞,電器用品,耳機、充電線、網路,連接器、數據線、應用程式,0.6876040697097778,1.0,0.0,0.7500832557678223
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",打噴嚏,動詞,動作,生病時會更頻繁發生,打開鼻腔，感受清新的空氣,0.2572605013847351,1.0,0.0,0.4058084011077881
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",打拳,動詞,休閒娛樂,XX能提升身體平衡感,會配合手套和護具使用,0.2690485119819641,1.0,0.0,0.4152388095855713
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",拍照,動詞,動作,光線、角度和背景會影響結果,拍攝照片，記錄美好時光,0.30576249957084656,1.0,0.0,0.44460999965667725
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",拐杖,名詞,輔具,有標準型、四腳型或摺疊款式,適合行走不便者使用的長柄工具,0.4955756664276123,1.0,0.0,0.5964605331420898
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",掃地,動詞,動作,"搭配拖地效果更好,讓地板變得更潔淨",將地面上的垃圾清除掉,0.6233783960342407,1.0,0.0,0.6987027168273926
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",插座,名詞,電器用品,通電,插頭、連接器、電源,0.6385217905044556,1.0,0.0,0.7108174324035645
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",摩托車,名詞,交通工具,需要加汽油或電力才能運行,引擎發動後才行動,0.5372307896614075,1.0,0.0,0.629784631729126
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",摺衣服,動詞,動作,有些人會用專門的板子來幫助摺整齊,整理衣物，方便快捷,0.37670543789863586,1.0,0.0,0.5013643503189087
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",操場,名詞,運動場所,"有些設有夜間照明,方便晚間運動",足球場、籃球場、網球場,0.17848065495491028,1.0,0.0,0.3427845239639282
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",擦桌子,動詞,動作,在餐廳、學校、辦公室都很常見,輕輕擦拭桌面，保持清潔,0.2168901562690735,1.0,0.0,0.3735121250152588
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",擦汗,動詞,動作,用力過大可能會讓皮膚泛紅,擦拭額頭上的汗水,0.5062722563743591,1.0,0.0,0.6050178050994873
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",擦眼鏡,動詞,動作,太用力可能會導致損壞,戴上手套，輕輕擦拭眼鏡,0.11829723417758942,1.0,0.0,0.2946377873420716
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",散步,動詞,休閒娛樂,"天氣涼爽時會更舒服,避免烈日或下雨天",,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",杯子,名詞,生活用品,有圓形的開口,有圓形的開口,1.0000001192092896,1.0,0.0,1.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",桌子,名詞,家具,吃飯時大家會圍著它坐下來,"用久會變髒,需要擦拭才能更清楚",0.2872265875339508,1.0,0.0,0.42978127002716066
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",機場,名詞,交通場所,內部有免稅商店和餐廳,旅客登機口旁的停車區,0.2702908515930176,1.0,0.0,0.4162326812744141
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",毛巾,名詞,生活用品,"需要定期清洗,避免細菌孳生","需要定期清洗,避免細菌孳生",1.0,1.0,0.0,1.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",水餃,名詞,食物,"麵皮包著內餡,冷凍儲存",一種由面團製成的小型食品,0.7115024924278259,1.0,0.0,0.7692019939422607
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",汽車,名詞,交通工具,需要加油才能行駛,需要加油才能行駛,1.0,1.0,0.0,1.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",泡茶,動詞,休閒娛樂,選擇合適的茶具與水質,會放在壺中煮沸，再倒入杯中,0.5327304601669312,1.0,0.0,0.6261843681335449
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",洗澡,動詞,動作,讓身體保持乾淨清新的動作,洗掉一天的污垢,0.6858704686164856,1.0,0.0,0.7486963748931885
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",洗衣機,名詞,電器用品,會外接一根水管,洗衣服、乾燥機、自動化,0.28617945313453674,1.0,0.0,0.42894356250762944
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",洗髮精,名詞,生活用品,"有些標榜無矽靈,適合細軟髮或敏感頭皮","需要定期搖晃,以免沉淀物沉底",0.19603729248046875,1.0,0.0,0.356829833984375
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",游泳池,名詞,運動場所,比賽泳道通常是 50 公尺長,水中有遊泳的地方,0.40843749046325684,1.0,0.0,0.5267499923706055
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",湯匙,名詞,餐具,"嬰兒用的特別小,邊緣圓滑,方便餵食",兒童款的XX會比較圓潤,0.4581700563430786,1.0,0.0,0.566536045074463
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",湯圓,名詞,食物,一種由糯米粉製成的食品,一種甜點，通常包在皮中，內含,0.5722320675849915,1.0,0.0,0.6577856540679932
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",漢堡,名詞,食物,西式餐點,一種快餐食品，通常含有肉和蔬菜,0.5204953551292419,1.0,0.0,0.6163962841033936
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",火車,名詞,交通工具,"需要購票搭乘,有分自由座和對號座",,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",火鍋,名詞,食物,冬天或聚會時特別受歡迎,一種熱辣的烹飪方式,0.28983649611473083,1.0,0.0,0.4318691968917847
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",烤箱,名詞,電器用品,預熱、定時、溫度調整,鍋子、熱水、溫度,0.6488854885101318,1.0,0.0,0.7191083908081055
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",煮飯,動詞,動作,要使用各種食材、廚具和調味料,準備一個鍋子和一些食材，開始烹飪,0.6625881195068359,1.0,0.0,0.7300704956054689
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",熱水瓶,名詞,電器用品,煮沸後會跳起來,蓋子、溫度調節、常見用途,0.3405664563179016,1.0,0.0,0.47245316505432133
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",牙刷,名詞,生活用品,"要定期更換,不然毛會變形","要定期更換,不然毛會變形",1.0,1.0,0.0,1.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",牛,名詞,動物,可做成肉乾食用,有角、四蹄、農村常見 livestock,0.3438926935195923,1.0,0.0,0.4751141548156739
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",牛肉麵,名詞,食物,台灣特色小吃,一種熱帶風味的小吃,0.7310317158699036,1.0,0.0,0.7848253726959229
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",狗,名詞,動物,很多人家裡會養的動物,有很多家裡會養的動物,0.9648603200912476,1.0,0.0,0.971888256072998
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",珍珠奶茶,名詞,喝,自備飲料杯-5元,,0.0,0.0,1.0,0.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",瓦斯爐,名詞,電器用品,鍋子、鍋鏟,火鍋、點火棒、調節旋�,0.7636016607284546,1.0,0.0,0.8108813285827636
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",登山,動詞,休閒娛樂,"有可能會碰到熊,要有防熊噴霧",會穿靴子，戴手套，準備防滑鞋,0.27159619331359863,1.0,0.0,0.41727695465087894
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",白蘿蔔,名詞,蔬菜,冬天產季的特別甜,種植在地裡，食用多汁的部分,0.2835111916065216,1.0,0.0,0.4268089532852173
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",看書,動詞,休閒娛樂,會用手翻頁或摺角作為書籤,會放在桌上閱讀，也可能在陽光下享受,0.5940827131271362,1.0,0.0,0.675266170501709
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",看電視,動詞,休閒娛樂,用遙控器來切換頻道或調整音量,會按頻道選擇節目，播放廣告和音效,0.5502274632453918,1.0,0.0,0.6401819705963134
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",眼鏡,名詞,生活用品,"造型有圓的、方的,也有無框的","需要定期檢查,保持清晰透亮",0.18528485298156738,1.0,0.0,0.34822788238525393
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",睡覺,動詞,動作,"適當的時間內完成這件事,有助於健康",適時休息，讓身心 recharge,0.5620093941688538,1.0,0.0,0.6496075153350831
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",砧板,名詞,廚房用品,"表面平整,不會卡住食材或殘渣","表面平整,不會卡住食材或殘渣",1.0,1.0,0.0,1.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",碗,名詞,餐具,可以是陶瓷、不鏽鋼、塑膠或木頭材質製成的,陶瓷、不鏽鋼、塑膠或木頭,0.9555161595344543,1.0,0.0,0.9644129276275635
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",穿衣服,動詞,動作,可以做不同的搭配,整理衣物，開始新的一天,0.2025984525680542,1.0,0.0,0.3620787620544434
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",穿鞋子,動詞,動作,"如果穿錯腳,會覺得不舒服",穿上鞋子，開始新的一天,0.3945729732513428,1.0,0.0,0.5156583786010742
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",米,名詞,食物,煮後變軟可食用,一種穀物作物,0.335544228553772,1.0,0.0,0.4684353828430176
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",糖,名詞,調味,吃太多對胰臟不好,甜品中的主要成分之一,0.35614681243896484,1.0,0.0,0.4849174499511719
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",紅茶,名詞,喝,飲料店有在賣,飲料店有在賣,1.0,1.0,0.0,1.0
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",綁鞋帶,動詞,動作,小朋友通常需要學習怎麼綁,把鞋子套在腳上,0.29957062005996704,1.0,0.0,0.43965649604797363
1,,ape_1_3f37953d,resampled,"""生成一句包含動物和地點的自然療癒句子，幫助失語症患者。""",綁頭髮,動詞,動作,需要使用特定的工具來固定,整理好帽子和手套，準備開始工作,0.3988024592399597,1.0,0.0,0.5190419673919677
